Time,Current,Filtered,Current.1,filtered_current
0.449004,6.043888e-10,,,5.59887242511413e-12
0.450004,6.05033e-10,,,5.530006470182757e-12
0.451004,6.043888e-10,,,5.482609405954722e-12
0.452004,6.043888e-10,,,5.424485230164509e-12
0.453004,6.037447e-10,,,5.3663493047746174e-12
0.454004,6.043888e-10,,,5.3296929389976446e-12
0.455004,6.043888e-10,,,5.260835980023256e-12
0.456004,6.037447e-10,,,5.22416969511207e-12
0.457004,6.040668e-10,,,5.166010148831155e-12
0.458004,6.037447e-10,,,5.1078494101573885e-12
0.459004,6.034226e-10,,,5.060409423749235e-12
0.460004,6.034226e-10,,,5.023708733771777e-12
0.461004,6.040668e-10,,,4.98700293337688e-12
0.462004,6.037447e-10,,,4.939551888910693e-12
0.463004,6.034226e-10,,,4.870611682095205e-12
0.464004,6.037447e-10,,,4.823143535655834e-12
0.465004,6.034226e-10,,,4.775667014849943e-12
0.466004,6.037447e-10,,,4.717445319991293e-12
0.467004,6.034226e-10,,,4.659222534677727e-12
0.468004,6.037447e-10,,,4.6331905439757085e-12
0.469004,6.027785e-10,,,4.60715733788394e-12
0.470004,6.034226e-10,,,4.559653220200712e-12
0.471004,6.027785e-10,,,4.512140671691562e-12
0.472004,6.024564e-10,,,4.486082484357643e-12
0.473004,6.027785e-10,,,4.4707348003050336e-12
0.474004,6.034226e-10,,,4.433916115453564e-12
0.475004,6.031006e-10,,,4.407818533852569e-12
0.476004,6.027785e-10,,,4.370979288012727e-12
0.477004,6.024564e-10,,,4.323391728230122e-12
0.478004,6.027785e-10,,,4.297269352418835e-12
0.479004,6.027785e-10,,,4.271131357451205e-12
0.480004,6.031006e-10,,,4.223507917443455e-12
0.481004,6.024564e-10,,,4.1973535692825394e-12
0.482004,6.034226e-10,,,4.171183818991939e-12
0.483004,6.027785e-10,,,4.1557571669420985e-12
0.484004,6.027785e-10,,,4.1295713187084886e-12
0.485004,6.027785e-10,,,4.146313324069298e-12
0.486004,6.027785e-10,,,4.14157017055456e-12
0.487004,6.034226e-10,,,4.1582963312091445e-12
0.488004,6.024564e-10,,,4.19647008054276e-12
0.489004,6.024564e-10,,,4.191678266135818e-12
0.490004,6.021344e-10,,,4.176123348364902e-12
0.491004,6.024564e-10,,,4.182023409336805e-12
0.492004,6.027785e-10,,,4.1771716605775505e-12
0.493004,6.024564e-10,,,4.183041607981653e-12
0.494004,6.021344e-10,,,4.1674191990221925e-12
0.495004,6.024564e-10,,,4.162529436277943e-12
0.496004,6.027785e-10,,,4.146887961082549e-12
0.497004,6.027785e-10,,,4.163441465501266e-12
0.498004,6.027785e-10,,,4.147759108469086e-12
0.499004,6.031006e-10,,,4.164268314163288e-12
0.500004,6.031006e-10,,,4.170018972169842e-12
0.501004,6.031006e-10,,,4.186477219861283e-12
0.502004,6.034226e-10,,,4.20292782182378e-12
0.503004,6.024564e-10,,,4.187164269419048e-12
0.504004,6.027785e-10,,,4.192841742510767e-12
0.505004,6.031006e-10,,,4.209234161938557e-12
0.506004,6.024564e-10,,,4.236338085890634e-12
0.507004,6.024564e-10,,,4.252693938503572e-12
0.508004,6.021344e-10,,,4.247561888501751e-12
0.509004,6.024564e-10,,,4.25315181629494e-12
0.510004,6.024564e-10,,,4.258741311370604e-12
0.511004,6.027785e-10,,,4.2643020785471665e-12
0.512004,6.027785e-10,,,4.237648740456717e-12
0.513004,6.031006e-10,,,4.243187473119598e-12
0.514004,6.027785e-10,,,4.248711915610691e-12
0.515004,6.031006e-10,,,4.2542218104493816e-12
0.516004,6.031006e-10,,,4.259724479948291e-12
0.517004,6.027785e-10,,,4.254476120916874e-12
0.518004,6.024564e-10,,,4.23848022819652e-12
0.519004,6.027785e-10,,,4.286904640489568e-12
0.520004,6.027785e-10,,,4.313841414417649e-12
0.521004,6.027785e-10,,,4.330041364428651e-12
0.522004,6.024564e-10,,,4.3569530672268324e-12
0.523004,6.024564e-10,,,4.373120991093146e-12
0.524004,6.021344e-10,,,4.400008032418187e-12
0.525004,6.024564e-10,,,4.426884073722885e-12
0.526004,6.018123e-10,,,4.453738974184454e-12
0.527004,6.027785e-10,,,4.459106400126992e-12
0.528004,6.027785e-10,,,4.485943907830171e-12
