Time,Current,Filtered,Current.1
6.267,6.137288e-10,,
6.268,6.134068e-10,,
6.269,6.140509e-10,,
6.27,6.137288e-10,,
6.271,6.14373e-10,,
6.272,6.140509e-10,,
6.273,6.14373e-10,,
6.274,6.14695e-10,,
6.275,6.140509e-10,,
6.276,6.150171e-10,,
6.277,6.150171e-10,,
6.278,6.14695e-10,,
6.279,6.140509e-10,,
6.28,6.140509e-10,,
6.281,6.14373e-10,,
6.282,6.140509e-10,,
6.283,6.14695e-10,,
6.284,6.14373e-10,,
6.285,6.140509e-10,,
6.286,6.14695e-10,,
6.287,6.14373e-10,,
6.288,6.14695e-10,,
6.289,6.14695e-10,,
6.29,6.14695e-10,,
6.291,6.14695e-10,,
6.292,6.14695e-10,,
6.293,6.14373e-10,,
6.294,6.14373e-10,,
6.295,6.14695e-10,,
6.296,6.14695e-10,,
6.297,6.14373e-10,,
6.298,6.14373e-10,,
6.299,6.14373e-10,,
6.3,6.14373e-10,,
6.301,6.14695e-10,,
6.302,6.14373e-10,,
6.303,6.14695e-10,,
6.304,6.140509e-10,,
6.305,6.140509e-10,,
6.306,6.14373e-10,,
6.307,6.14695e-10,,
6.308,6.14373e-10,,
6.309,6.14373e-10,,
6.31,6.14695e-10,,
6.311,6.137288e-10,,
6.312,6.140509e-10,,
6.313,6.137288e-10,,
6.314,6.137288e-10,,
6.315,6.137288e-10,,
6.316,6.134068e-10,,
6.317,6.137288e-10,,
6.318,6.134068e-10,,
6.319,6.137288e-10,,
6.32,6.134068e-10,,
6.321,6.140509e-10,,
6.322,6.137288e-10,,
6.323,6.134068e-10,,
6.324,6.134068e-10,,
6.325,6.140509e-10,,
6.326,6.140509e-10,,
6.327,6.137288e-10,,
6.328,6.130847e-10,,
6.329,6.130847e-10,,
6.33,6.127626e-10,,
6.331,6.124405e-10,,
6.332,6.130847e-10,,
6.333,6.130847e-10,,
6.334,6.130847e-10,,
6.335,6.127626e-10,,
6.336,6.124405e-10,,
6.337,6.127626e-10,,
6.338,6.130847e-10,,
6.339,6.124405e-10,,
6.34,6.127626e-10,,
6.341,6.130847e-10,,
6.342,6.134068e-10,,
6.343,6.137288e-10,,
6.344,6.124405e-10,,
6.345,6.130847e-10,,
6.346,6.127626e-10,,
6.347,6.127626e-10,,
6.348,6.121185e-10,,
6.349,6.124405e-10,,
6.35,6.124405e-10,,
6.351,6.127626e-10,,
6.352,6.117964e-10,,
6.353,6.124405e-10,,
6.354,6.127626e-10,,
6.355,6.124405e-10,,
6.356,6.124405e-10,,
6.357,6.130847e-10,,
6.358,6.124405e-10,,
6.359,6.124405e-10,,
6.36,6.127626e-10,,
6.361,6.121185e-10,,
6.362,6.121185e-10,,
6.363,6.121185e-10,,
6.364,6.117964e-10,,
6.365,6.121185e-10,,
6.366,6.114743e-10,,
6.367,6.114743e-10,,
6.368,6.117964e-10,,
6.369,6.117964e-10,,
6.37,6.121185e-10,,
6.371,6.117964e-10,,
6.372,6.114743e-10,,
6.373,6.117964e-10,,
6.374,6.117964e-10,,
6.375,6.117964e-10,,
6.376,6.121185e-10,,
6.377,6.114743e-10,,
6.378,6.114743e-10,,
6.379,6.111523e-10,,
6.38,6.117964e-10,,
6.381,6.111523e-10,,
6.382,6.117964e-10,,
6.383,6.114743e-10,,
6.384,6.114743e-10,,
6.385,6.117964e-10,,
6.386,6.111523e-10,,
6.387,6.111523e-10,,
6.388,6.111523e-10,,
6.389,6.117964e-10,,
6.39,6.114743e-10,,
6.391,6.114743e-10,,
6.392,6.114743e-10,,
6.393,6.117964e-10,,
6.394,6.111523e-10,,
6.395,6.114743e-10,,
6.396,6.114743e-10,,
6.397,6.114743e-10,,
6.398,6.114743e-10,,
6.399,6.111523e-10,,
6.4,6.111523e-10,,
6.401,6.111523e-10,,
6.402,6.114743e-10,,
6.403,6.111523e-10,,
6.404,6.117964e-10,,
6.405,6.111523e-10,,
6.406,6.121185e-10,,
6.407,6.117964e-10,,
6.408,6.114743e-10,,
6.409,6.121185e-10,,
6.41,6.114743e-10,,
6.411,6.114743e-10,,
6.412,6.121185e-10,,
6.413,6.114743e-10,,
6.414,6.111523e-10,,
6.415,6.121185e-10,,
6.416,6.117964e-10,,
6.417,6.117964e-10,,
6.418,6.121185e-10,,
6.419,6.121185e-10,,
6.42,6.114743e-10,,
6.421,6.117964e-10,,
6.422,6.117964e-10,,
6.423,6.121185e-10,,
6.424,6.127626e-10,,
6.425,6.121185e-10,,
6.426,6.121185e-10,,
6.427,6.124405e-10,,
6.428,6.121185e-10,,
6.429,6.130847e-10,,
6.43,6.124405e-10,,
6.431,6.124405e-10,,
6.432,6.121185e-10,,
6.433,6.124405e-10,,
6.434,6.117964e-10,,
6.435,6.130847e-10,,
6.436,6.127626e-10,,
6.437,6.124405e-10,,
6.438,6.124405e-10,,
6.439,6.127626e-10,,
6.44,6.127626e-10,,
6.441,6.130847e-10,,
6.442,6.127626e-10,,
6.443,6.127626e-10,,
6.444,6.134068e-10,,
6.445,6.127626e-10,,
6.446,6.124405e-10,,
6.447,6.130847e-10,,
6.448,6.130847e-10,,
6.449,6.127626e-10,,
6.45,6.130847e-10,,
6.451,6.130847e-10,,
6.452,6.130847e-10,,
6.453,6.134068e-10,,
6.454,6.130847e-10,,
6.455,6.130847e-10,,
6.456,6.140509e-10,,
6.457,6.134068e-10,,
6.458,6.134068e-10,,
6.459,6.134068e-10,,
6.46,6.137288e-10,,
6.461,6.137288e-10,,
6.462,6.137288e-10,,
6.463,6.134068e-10,,
6.464,6.137288e-10,,
6.465,6.134068e-10,,
6.466,6.137288e-10,,
6.467,6.134068e-10,,
6.468,6.137288e-10,,
6.469,6.137288e-10,,
6.47,6.137288e-10,,
6.471,6.137288e-10,,
6.472,6.137288e-10,,
6.473,6.140509e-10,,
6.474,6.137288e-10,,
6.475,6.140509e-10,,
6.476,6.134068e-10,,
6.477,6.14373e-10,,
6.478,6.137288e-10,,
6.479,6.137288e-10,,
6.48,6.137288e-10,,
6.481,6.137288e-10,,
6.482,6.137288e-10,,
6.483,6.140509e-10,,
6.484,6.137288e-10,,
6.485,6.134068e-10,,
6.486,6.140509e-10,,
6.487,6.134068e-10,,
6.488,6.140509e-10,,
6.489,6.140509e-10,,
6.49,6.137288e-10,,
6.491,6.137288e-10,,
6.492,6.137288e-10,,
6.493,6.137288e-10,,
6.494,6.137288e-10,,
6.495,6.140509e-10,,
6.496,6.140509e-10,,
6.497,6.137288e-10,,
6.498,6.134068e-10,,
6.499,6.134068e-10,,
6.5,6.134068e-10,,
6.501,6.130847e-10,,
6.502,6.130847e-10,,
6.503,6.130847e-10,,
6.504,6.134068e-10,,
6.505,6.134068e-10,,
6.506,6.130847e-10,,
6.507,6.134068e-10,,
6.508,6.130847e-10,,
6.509,6.130847e-10,,
6.51,6.130847e-10,,
6.511,6.127626e-10,,
6.512,6.127626e-10,,
6.513,6.130847e-10,,
6.514,6.127626e-10,,
6.515,6.124405e-10,,
6.516,6.127626e-10,,
6.517,6.127626e-10,,
6.518,6.124405e-10,,
6.519,6.124405e-10,,
6.52,6.124405e-10,,
6.521,6.127626e-10,,
6.522,6.124405e-10,,
6.523,6.121185e-10,,
6.524,6.127626e-10,,
6.525,6.121185e-10,,
6.526,6.124405e-10,,
6.527,6.121185e-10,,
6.528,6.121185e-10,,
6.529,6.117964e-10,,
6.53,6.117964e-10,,
6.531,6.117964e-10,,
6.532,6.114743e-10,,
6.533,6.114743e-10,,
6.534,6.117964e-10,,
6.535,6.111523e-10,,
6.536,6.108302e-10,,
6.537,6.108302e-10,,
6.538,6.111523e-10,,
6.539,6.111523e-10,,
6.54,6.108302e-10,,
6.541,6.108302e-10,,
6.542,6.111523e-10,,
6.543,6.111523e-10,,
6.544,6.105081e-10,,
6.545,6.101861e-10,,
6.546,6.101861e-10,,
6.547,6.108302e-10,,
6.548,6.09864e-10,,
6.549,6.09864e-10,,
6.55,6.095419e-10,,
6.551,6.09864e-10,,
6.552,6.095419e-10,,
6.553,6.09864e-10,,
6.554,6.09864e-10,,
6.555,6.095419e-10,,
6.556,6.095419e-10,,
6.557,6.09864e-10,,
6.558,6.095419e-10,,
6.559,6.09864e-10,,
6.56,6.095419e-10,,
6.561,6.095419e-10,,
6.562,6.092199e-10,,
6.563,6.085757e-10,,
6.564,6.085757e-10,,
6.565,6.088978e-10,,
6.566,6.088978e-10,,
6.567,6.088978e-10,,
6.568,6.088978e-10,,
6.569,6.085757e-10,,
6.57,6.085757e-10,,
6.571,6.088978e-10,,
6.572,6.082537e-10,,
6.573,6.079316e-10,,
6.574,6.085757e-10,,
6.575,6.088978e-10,,
6.576,6.085757e-10,,
6.577,6.076095e-10,,
6.578,6.082537e-10,,
6.579,6.082537e-10,,
6.58,6.076095e-10,,
6.581,6.076095e-10,,
6.582,6.076095e-10,,
6.583,6.079316e-10,,
6.584,6.072875e-10,,
6.585,6.076095e-10,,
6.586,6.082537e-10,,
6.587,6.069654e-10,,
6.588,6.076095e-10,,
6.589,6.079316e-10,,
6.59,6.076095e-10,,
6.591,6.079316e-10,,
6.592,6.072875e-10,,
6.593,6.076095e-10,,
6.594,6.069654e-10,,
6.595,6.072875e-10,,
6.596,6.072875e-10,,
6.597,6.069654e-10,,
6.598,6.072875e-10,,
6.599,6.069654e-10,,
6.6,6.069654e-10,,
6.601,6.069654e-10,,
6.602,6.072875e-10,,
6.603,6.066433e-10,,
6.604,6.066433e-10,,
6.605,6.069654e-10,,
6.606,6.069654e-10,,
6.607,6.072875e-10,,
6.608,6.072875e-10,,
6.609,6.069654e-10,,
6.61,6.072875e-10,,
6.611,6.069654e-10,,
6.612,6.066433e-10,,
6.613,6.072875e-10,,
6.614,6.066433e-10,,
6.615,6.063213e-10,,
6.616,6.066433e-10,,
6.617,6.069654e-10,,
6.618,6.063213e-10,,
6.619,6.063213e-10,,
6.62,6.063213e-10,,
6.621,6.066433e-10,,
6.622,6.069654e-10,,
6.623,6.069654e-10,,
6.624,6.066433e-10,,
6.625,6.069654e-10,,
6.626,6.066433e-10,,
6.627,6.063213e-10,,
6.628,6.066433e-10,,
6.629,6.059992e-10,,
6.63,6.066433e-10,,
6.631,6.059992e-10,,
6.632,6.063213e-10,,
6.633,6.059992e-10,,
6.634,6.059992e-10,,
6.635,6.063213e-10,,
6.636,6.066433e-10,,
6.637,6.059992e-10,,
6.638,6.066433e-10,,
6.639,6.059992e-10,,
6.64,6.063213e-10,,
6.641,6.059992e-10,,
6.642,6.063213e-10,,
6.643,6.063213e-10,,
6.644,6.059992e-10,,
6.645,6.053551e-10,,
6.646,6.053551e-10,,
6.647,6.053551e-10,,
6.648,6.059992e-10,,
6.649,6.056771e-10,,
6.65,6.053551e-10,,
6.651,6.059992e-10,,
6.652,6.053551e-10,,
6.653,6.05033e-10,,
6.654,6.056771e-10,,
6.655,6.056771e-10,,
6.656,6.053551e-10,,
6.657,6.05033e-10,,
6.658,6.05033e-10,,
6.659,6.053551e-10,,
6.66,6.056771e-10,,
6.661,6.047109e-10,,
6.662,6.053551e-10,,
6.663,6.05033e-10,,
6.664,6.053551e-10,,
6.665,6.05033e-10,,
6.666,6.05033e-10,,
6.667,6.053551e-10,,
6.668,6.05033e-10,,
6.669,6.05033e-10,,
6.67,6.043888e-10,,
6.671,6.056771e-10,,
6.672,6.053551e-10,,
6.673,6.047109e-10,,
6.674,6.047109e-10,,
6.675,6.05033e-10,,
6.676,6.05033e-10,,
6.677,6.05033e-10,,
6.678,6.05033e-10,,
6.679,6.05033e-10,,
6.68,6.043888e-10,,
6.681,6.05033e-10,,
6.682,6.05033e-10,,
6.683,6.047109e-10,,
6.684,6.047109e-10,,
6.685,6.05033e-10,,
6.686,6.043888e-10,,
6.687,6.047109e-10,,
6.688,6.05033e-10,,
6.689,6.053551e-10,,
6.69,6.05033e-10,,
6.691,6.047109e-10,,
6.692,6.047109e-10,,
6.693,6.047109e-10,,
6.694,6.040668e-10,,
6.695,6.047109e-10,,
6.696,6.047109e-10,,
6.697,6.047109e-10,,
6.698,6.040668e-10,,
6.699,6.043888e-10,,
6.7,6.047109e-10,,
6.701,6.047109e-10,,
6.702,6.043888e-10,,
6.703,6.040668e-10,,
6.704,6.047109e-10,,
6.705,6.047109e-10,,
6.706,6.05033e-10,,
6.707,6.043888e-10,,
6.708,6.047109e-10,,
6.709,6.047109e-10,,
6.71,6.043888e-10,,
6.711,6.05033e-10,,
6.712,6.047109e-10,,
6.713,6.047109e-10,,
6.714,6.040668e-10,,
6.715,6.047109e-10,,
6.716,6.040668e-10,,
6.717,6.043888e-10,,
6.718,6.043888e-10,,
6.719,6.040668e-10,,
6.72,6.047109e-10,,
6.721,6.043888e-10,,
6.722,6.05033e-10,,
6.723,6.047109e-10,,
6.724,6.05033e-10,,
6.725,6.043888e-10,,
6.726,6.047109e-10,,
6.727,6.043888e-10,,
6.728,6.043888e-10,,
6.729,6.043888e-10,,
6.73,6.040668e-10,,
6.731,6.047109e-10,,
6.732,6.037447e-10,,
6.733,6.043888e-10,,
6.734,6.043888e-10,,
6.735,6.037447e-10,,
6.736,6.040668e-10,,
6.737,6.043888e-10,,
6.738,6.043888e-10,,
6.739,6.040668e-10,,
6.74,6.040668e-10,,
6.741,6.043888e-10,,
6.742,6.05033e-10,,
6.743,6.05033e-10,,
6.744,6.043888e-10,,
6.745,6.043888e-10,,
6.746,6.043888e-10,,
6.747,6.043888e-10,,
6.748,6.040668e-10,,
6.749,6.043888e-10,,
6.75,6.040668e-10,,
6.751,6.040668e-10,,
6.752,6.043888e-10,,
6.753,6.047109e-10,,
6.754,6.047109e-10,,
6.755,6.05033e-10,,
6.756,6.047109e-10,,
6.757,6.05033e-10,,
6.758,6.05033e-10,,
6.759,6.047109e-10,,
6.76,6.047109e-10,,
6.761,6.043888e-10,,
6.762,6.053551e-10,,
6.763,6.05033e-10,,
6.764,6.047109e-10,,
6.765,6.047109e-10,,
6.766,6.043888e-10,,
6.767,6.047109e-10,,
6.768,6.05033e-10,,
6.769,6.05033e-10,,
6.77,6.056771e-10,,
6.771,6.053551e-10,,
6.772,6.056771e-10,,
6.773,6.053551e-10,,
6.774,6.053551e-10,,
6.775,6.053551e-10,,
6.776,6.059992e-10,,
6.777,6.056771e-10,,
6.778,6.056771e-10,,
6.779,6.053551e-10,,
6.78,6.059992e-10,,
6.781,6.059992e-10,,
6.782,6.056771e-10,,
6.783,6.053551e-10,,
6.784,6.053551e-10,,
6.785,6.056771e-10,,
6.786,6.056771e-10,,
6.787,6.059992e-10,,
6.788,6.059992e-10,,
6.789,6.063213e-10,,
6.79,6.059992e-10,,
6.791,6.056771e-10,,
6.792,6.056771e-10,,
6.793,6.059992e-10,,
6.794,6.063213e-10,,
6.795,6.059992e-10,,
6.796,6.063213e-10,,
6.797,6.063213e-10,,
6.798,6.059992e-10,,
6.799,6.059992e-10,,
6.8,6.059992e-10,,
6.801,6.056771e-10,,
6.802,6.056771e-10,,
6.803,6.059992e-10,,
6.804,6.059992e-10,,
6.805,6.066433e-10,,
6.806,6.063213e-10,,
6.807,6.063213e-10,,
6.808,6.069654e-10,,
6.809,6.059992e-10,,
6.81,6.059992e-10,,
6.811,6.059992e-10,,
6.812,6.059992e-10,,
6.813,6.063213e-10,,
6.814,6.059992e-10,,
6.815,6.063213e-10,,
6.816,6.059992e-10,,
6.817,6.063213e-10,,
6.818,6.063213e-10,,
6.819,6.059992e-10,,
6.82,6.066433e-10,,
6.821,6.066433e-10,,
6.822,6.066433e-10,,
6.823,6.059992e-10,,
6.824,6.063213e-10,,
6.825,6.063213e-10,,
6.826,6.063213e-10,,
6.827,6.059992e-10,,
6.828,6.066433e-10,,
6.829,6.066433e-10,,
6.83,6.063213e-10,,
6.831,6.063213e-10,,
6.832,6.066433e-10,,
6.833,6.059992e-10,,
6.834,6.059992e-10,,
6.835,6.063213e-10,,
6.836,6.059992e-10,,
6.837,6.056771e-10,,
6.838,6.063213e-10,,
6.839,6.059992e-10,,
6.84,6.066433e-10,,
6.841,6.069654e-10,,
6.842,6.059992e-10,,
6.843,6.056771e-10,,
6.844,6.066433e-10,,
6.845,6.066433e-10,,
6.846,6.063213e-10,,
6.847,6.059992e-10,,
6.848,6.059992e-10,,
6.849,6.056771e-10,,
6.85,6.063213e-10,,
6.851,6.059992e-10,,
6.852,6.059992e-10,,
6.853,6.059992e-10,,
6.854,6.056771e-10,,
6.855,6.066433e-10,,
6.856,6.059992e-10,,
6.857,6.063213e-10,,
6.858,6.063213e-10,,
6.859,6.059992e-10,,
6.86,6.059992e-10,,
6.861,6.059992e-10,,
6.862,6.059992e-10,,
6.863,6.066433e-10,,
6.864,6.063213e-10,,
6.865,6.056771e-10,,
6.866,6.059992e-10,,
6.867,6.063213e-10,,
6.868,6.063213e-10,,
6.869,6.059992e-10,,
6.87,6.063213e-10,,
6.871,6.056771e-10,,
6.872,6.063213e-10,,
6.873,6.056771e-10,,
6.874,6.059992e-10,,
6.875,6.059992e-10,,
6.876,6.056771e-10,,
6.877,6.053551e-10,,
6.878,6.059992e-10,,
6.879,6.05033e-10,,
6.88,6.053551e-10,,
6.881,6.056771e-10,,
6.882,6.053551e-10,,
6.883,6.05033e-10,,
6.884,6.053551e-10,,
6.885,6.05033e-10,,
6.886,6.05033e-10,,
6.887,6.05033e-10,,
6.888,6.053551e-10,,
6.889,6.05033e-10,,
6.89,6.053551e-10,,
6.891,6.053551e-10,,
6.892,6.05033e-10,,
6.893,6.053551e-10,,
6.894,6.053551e-10,,
6.895,6.047109e-10,,
6.896,6.047109e-10,,
6.897,6.053551e-10,,
6.898,6.047109e-10,,
6.899,6.05033e-10,,
6.9,6.056771e-10,,
6.901,6.053551e-10,,
6.902,6.05033e-10,,
6.903,6.056771e-10,,
6.904,6.059992e-10,,
6.905,6.056771e-10,,
6.906,6.056771e-10,,
6.907,6.063213e-10,,
6.908,6.063213e-10,,
6.909,6.063213e-10,,
6.91,6.066433e-10,,
6.911,6.069654e-10,,
6.912,6.069654e-10,,
6.913,6.069654e-10,,
6.914,6.069654e-10,,
6.915,6.072875e-10,,
6.916,6.072875e-10,,
6.917,6.079316e-10,,
6.918,6.079316e-10,,
6.919,6.076095e-10,,
6.92,6.082537e-10,,
6.921,6.088978e-10,,
6.922,6.088978e-10,,
6.923,6.088978e-10,,
6.924,6.09864e-10,,
6.925,6.095419e-10,,
6.926,6.095419e-10,,
6.927,6.095419e-10,,
6.928,6.095419e-10,,
6.929,6.095419e-10,,
6.93,6.095419e-10,,
6.931,6.09864e-10,,
6.932,6.09864e-10,,
6.933,6.09864e-10,,
6.934,6.095419e-10,,
6.935,6.09864e-10,,
6.936,6.105081e-10,,
6.937,6.108302e-10,,
6.938,6.09864e-10,,
6.939,6.105081e-10,,
6.94,6.111523e-10,,
6.941,6.105081e-10,,
6.942,6.111523e-10,,
6.943,6.108302e-10,,
6.944,6.111523e-10,,
6.945,6.105081e-10,,
6.946,6.105081e-10,,
6.947,6.101861e-10,,
6.948,6.101861e-10,,
6.949,6.105081e-10,,
6.95,6.105081e-10,,
6.951,6.108302e-10,,
6.952,6.108302e-10,,
6.953,6.108302e-10,,
6.954,6.108302e-10,,
6.955,6.105081e-10,,
6.956,6.108302e-10,,
6.957,6.114743e-10,,
6.958,6.108302e-10,,
6.959,6.114743e-10,,
6.96,6.108302e-10,,
6.961,6.108302e-10,,
6.962,6.105081e-10,,
6.963,6.108302e-10,,
6.964,6.111523e-10,,
6.965,6.105081e-10,,
6.966,6.101861e-10,,
6.967,6.101861e-10,,
6.968,6.108302e-10,,
6.969,6.111523e-10,,
6.97,6.105081e-10,,
6.971,6.101861e-10,,
6.972,6.105081e-10,,
6.973,6.101861e-10,,
6.974,6.105081e-10,,
6.975,6.108302e-10,,
6.976,6.101861e-10,,
6.977,6.09864e-10,,
6.978,6.09864e-10,,
6.979,6.09864e-10,,
6.98,6.101861e-10,,
6.981,6.092199e-10,,
6.982,6.09864e-10,,
6.983,6.095419e-10,,
6.984,6.095419e-10,,
6.985,6.09864e-10,,
6.986,6.095419e-10,,
6.987,6.095419e-10,,
6.988,6.095419e-10,,
6.989,6.092199e-10,,
6.99,6.09864e-10,,
6.991,6.095419e-10,,
6.992,6.095419e-10,,
6.993,6.092199e-10,,
6.994,6.095419e-10,,
6.995,6.095419e-10,,
6.996,6.092199e-10,,
6.997,6.088978e-10,,
6.998,6.092199e-10,,
6.999,6.095419e-10,,
7.0,6.088978e-10,,
7.001,6.088978e-10,,
7.002,6.095419e-10,,
7.003,6.092199e-10,,
7.004,6.088978e-10,,
7.005,6.095419e-10,,
7.006,6.088978e-10,,
7.007,6.088978e-10,,
7.008,6.088978e-10,,
7.009,6.088978e-10,,
7.01,6.088978e-10,,
7.011,6.088978e-10,,
7.012,6.085757e-10,,
7.013,6.085757e-10,,
7.014,6.088978e-10,,
7.015,6.088978e-10,,
7.016,6.088978e-10,,
7.017,6.082537e-10,,
7.018,6.088978e-10,,
7.019,6.088978e-10,,
7.02,6.085757e-10,,
7.021,6.088978e-10,,
7.022,6.088978e-10,,
7.023,6.088978e-10,,
7.024,6.088978e-10,,
7.025,6.088978e-10,,
7.026,6.088978e-10,,
7.027,6.085757e-10,,
7.028,6.088978e-10,,
7.029,6.088978e-10,,
7.03,6.085757e-10,,
7.031,6.085757e-10,,
7.032,6.082537e-10,,
7.033,6.085757e-10,,
7.034,6.085757e-10,,
7.035,6.085757e-10,,
7.036,6.085757e-10,,
7.037,6.085757e-10,,
7.038,6.085757e-10,,
7.039,6.085757e-10,,
7.04,6.085757e-10,,
7.041,6.082537e-10,,
7.042,6.088978e-10,,
7.043,6.085757e-10,,
7.044,6.088978e-10,,
7.045,6.079316e-10,,
7.046,6.085757e-10,,
7.047,6.088978e-10,,
7.048,6.082537e-10,,
7.049,6.085757e-10,,
7.05,6.085757e-10,,
7.051,6.082537e-10,,
7.052,6.088978e-10,,
7.053,6.088978e-10,,
7.054,6.092199e-10,,
7.055,6.088978e-10,,
7.056,6.085757e-10,,
7.057,6.088978e-10,,
7.058,6.092199e-10,,
7.059,6.092199e-10,,
7.06,6.088978e-10,,
7.061,6.088978e-10,,
7.062,6.088978e-10,,
7.063,6.092199e-10,,
7.064,6.088978e-10,,
7.065,6.088978e-10,,
7.066,6.088978e-10,,
7.067,6.085757e-10,,
7.068,6.088978e-10,,
7.069,6.088978e-10,,
7.07,6.092199e-10,,
7.071,6.092199e-10,,
7.072,6.095419e-10,,
7.073,6.088978e-10,,
7.074,6.095419e-10,,
7.075,6.095419e-10,,
7.076,6.092199e-10,,
7.077,6.092199e-10,,
7.078,6.095419e-10,,
7.079,6.092199e-10,,
7.08,6.095419e-10,,
7.081,6.088978e-10,,
7.082,6.092199e-10,,
7.083,6.095419e-10,,
7.084,6.095419e-10,,
7.085,6.095419e-10,,
7.086,6.09864e-10,,
7.087,6.095419e-10,,
7.088,6.105081e-10,,
7.089,6.095419e-10,,
7.09,6.095419e-10,,
7.091,6.101861e-10,,
7.092,6.09864e-10,,
7.093,6.101861e-10,,
7.094,6.105081e-10,,
7.095,6.09864e-10,,
7.096,6.09864e-10,,
7.097,6.101861e-10,,
7.098,6.101861e-10,,
7.099,6.101861e-10,,
7.1,6.095419e-10,,
7.101,6.09864e-10,,
7.102,6.09864e-10,,
7.103,6.105081e-10,,
7.104,6.105081e-10,,
7.105,6.111523e-10,,
7.106,6.105081e-10,,
7.107,6.108302e-10,,
7.108,6.101861e-10,,
7.109,6.105081e-10,,
7.11,6.09864e-10,,
7.111,6.108302e-10,,
7.112,6.105081e-10,,
7.113,6.108302e-10,,
7.114,6.105081e-10,,
7.115,6.105081e-10,,
7.116,6.108302e-10,,
7.117,6.105081e-10,,
7.118,6.108302e-10,,
7.119,6.105081e-10,,
7.12,6.108302e-10,,
7.121,6.111523e-10,,
7.122,6.111523e-10,,
7.123,6.105081e-10,,
7.124,6.108302e-10,,
7.125,6.111523e-10,,
7.126,6.111523e-10,,
7.127,6.114743e-10,,
7.128,6.114743e-10,,
7.129,6.101861e-10,,
7.13,6.108302e-10,,
7.131,6.108302e-10,,
7.132,6.111523e-10,,
7.133,6.101861e-10,,
7.134,6.108302e-10,,
7.135,6.101861e-10,,
7.136,6.101861e-10,,
7.137,6.108302e-10,,
7.138,6.105081e-10,,
7.139,6.108302e-10,,
7.14,6.114743e-10,,
7.141,6.111523e-10,,
7.142,6.108302e-10,,
7.143,6.108302e-10,,
7.144,6.101861e-10,,
7.145,6.105081e-10,,
7.146,6.108302e-10,,
7.147,6.108302e-10,,
7.148,6.111523e-10,,
7.149,6.101861e-10,,
7.15,6.101861e-10,,
7.151,6.111523e-10,,
7.152,6.105081e-10,,
7.153,6.111523e-10,,
7.154,6.108302e-10,,
7.155,6.108302e-10,,
7.156,6.105081e-10,,
7.157,6.111523e-10,,
7.158,6.111523e-10,,
7.159,6.111523e-10,,
7.16,6.101861e-10,,
7.161,6.09864e-10,,
7.162,6.09864e-10,,
7.163,6.105081e-10,,
7.164,6.09864e-10,,
7.165,6.105081e-10,,
7.166,6.101861e-10,,
7.167,6.101861e-10,,
7.168,6.101861e-10,,
7.169,6.101861e-10,,
7.17,6.101861e-10,,
7.171,6.105081e-10,,
7.172,6.105081e-10,,
7.173,6.111523e-10,,
7.174,6.101861e-10,,
7.175,6.095419e-10,,
7.176,6.101861e-10,,
7.177,6.105081e-10,,
7.178,6.09864e-10,,
7.179,6.092199e-10,,
7.18,6.092199e-10,,
7.181,6.095419e-10,,
7.182,6.092199e-10,,
7.183,6.09864e-10,,
7.184,6.092199e-10,,
7.185,6.095419e-10,,
7.186,6.092199e-10,,
7.187,6.088978e-10,,
7.188,6.088978e-10,,
7.189,6.092199e-10,,
7.19,6.095419e-10,,
7.191,6.095419e-10,,
7.192,6.085757e-10,,
7.193,6.085757e-10,,
7.194,6.088978e-10,,
7.195,6.088978e-10,,
7.196,6.088978e-10,,
7.197,6.079316e-10,,
7.198,6.085757e-10,,
7.199,6.079316e-10,,
7.2,6.072875e-10,,
7.201,6.082537e-10,,
7.202,6.082537e-10,,
7.203,6.079316e-10,,
7.204,6.079316e-10,,
7.205,6.079316e-10,,
7.206,6.076095e-10,,
7.207,6.082537e-10,,
7.208,6.076095e-10,,
7.209,6.079316e-10,,
7.21,6.076095e-10,,
7.211,6.076095e-10,,
7.212,6.072875e-10,,
7.213,6.069654e-10,,
7.214,6.072875e-10,,
7.215,6.069654e-10,,
7.216,6.066433e-10,,
7.217,6.066433e-10,,
7.218,6.066433e-10,,
7.219,6.066433e-10,,
7.22,6.066433e-10,,
7.221,6.063213e-10,,
7.222,6.069654e-10,,
7.223,6.069654e-10,,
7.224,6.066433e-10,,
7.225,6.063213e-10,,
7.226,6.063213e-10,,
7.227,6.063213e-10,,
7.228,6.063213e-10,,
7.229,6.063213e-10,,
7.23,6.056771e-10,,
7.231,6.059992e-10,,
7.232,6.053551e-10,,
7.233,6.053551e-10,,
7.234,6.056771e-10,,
7.235,6.053551e-10,,
7.236,6.056771e-10,,
7.237,6.056771e-10,,
7.238,6.059992e-10,,
7.239,6.056771e-10,,
7.24,6.066433e-10,,
7.241,6.059992e-10,,
7.242,6.056771e-10,,
7.243,6.053551e-10,,
7.244,6.053551e-10,,
7.245,6.056771e-10,,
7.246,6.05033e-10,,
7.247,6.05033e-10,,
7.248,6.05033e-10,,
7.249,6.047109e-10,,
7.25,6.05033e-10,,
7.251,6.053551e-10,,
7.252,6.05033e-10,,
7.253,6.047109e-10,,
7.254,6.053551e-10,,
7.255,6.047109e-10,,
7.256,6.047109e-10,,
7.257,6.056771e-10,,
7.258,6.05033e-10,,
7.259,6.05033e-10,,
7.26,6.047109e-10,,
7.261,6.047109e-10,,
7.262,6.043888e-10,,
7.263,6.047109e-10,,
7.264,6.043888e-10,,
