Time,Current,Filtered,Current.1,morph_signal,timing_signal
0.925,6.378839e-10,,,6.376584933333334e-10,6.8922900727650415e-12
0.926,6.372398e-10,,,6.375726066666667e-10,6.2518038961039295e-12
0.927,6.375619e-10,,,6.374974566666667e-10,6.5775139667705434e-12
0.928,6.375619e-10,,,6.374330433333334e-10,6.581287441619132e-12
0.929,6.369177e-10,,,6.373901033333334e-10,5.9406899377593685e-12
0.93,6.369177e-10,,,6.373149533333333e-10,5.94445567651636e-12
0.931,6.369177e-10,,,6.372290666666667e-10,5.948217512953375e-12
0.932,6.372398e-10,,,6.3714318e-10,6.2745758156396134e-12
0.933,6.369177e-10,,,6.370680300000001e-10,5.9563962732919555e-12
0.934,6.365957e-10,,,6.3699288e-10,5.6381460941541905e-12
0.935,6.365957e-10,,,6.3691773e-10,5.642225077559431e-12
0.936,6.365957e-10,,,6.368318466666667e-10,5.645966976744211e-12
0.937,6.365957e-10,,,6.367674333333333e-10,5.649705010330664e-12
0.938,6.365957e-10,,,6.367030200000001e-10,5.6536054207538016e-12
0.939,6.365957e-10,,,6.3662787e-10,5.657335655314792e-12
0.94,6.369177e-10,,,6.3657419e-10,5.982895925734929e-12
0.941,6.369177e-10,,,6.364990433333333e-10,5.986618556700975e-12
0.942,6.365957e-10,,,6.364561e-10,5.668503245749583e-12
0.943,6.365957e-10,,,6.363916866666666e-10,5.672052265705574e-12
0.944,6.359515e-10,,,6.363380066666667e-10,5.031397632527055e-12
0.945,6.359515e-10,,,6.362950666666667e-10,5.035105041152366e-12
0.946,6.359515e-10,,,6.3626286e-10,5.038643033419016e-12
0.947,6.359515e-10,,,6.362199200000001e-10,5.042177389517049e-12
0.948,6.359515e-10,,,6.361555066666666e-10,5.045873549049856e-12
0.949,6.362736e-10,,,6.360910933333334e-10,5.371831211499e-12
0.95,6.356295e-10,,,6.360374133333333e-10,4.731750179579135e-12
0.951,6.359515e-10,,,6.360052066666667e-10,5.05743471794871e-12
0.952,6.359515e-10,,,6.359300566666667e-10,5.061445617631989e-12
0.953,6.359515e-10,,,6.358656433333334e-10,5.065287397540975e-12
0.954,6.359515e-10,,,6.358119633333334e-10,5.0691252432155994e-12
0.955,6.356295e-10,,,6.357582833333333e-10,4.750794370522e-12
0.956,6.359515e-10,,,6.356831366666666e-10,5.076130230179005e-12
0.957,6.356295e-10,,,6.356079900000001e-10,4.757627351738236e-12
0.958,6.359515e-10,,,6.355435766666666e-10,5.083450025549345e-12
0.959,6.356295e-10,,,6.355006333333334e-10,4.7649398365679036e-12
0.96,6.359515e-10,,,6.354576933333334e-10,5.090590505359969e-12
0.961,6.356295e-10,,,6.354147533333333e-10,4.772073112244817e-12
0.962,6.353074e-10,,,6.353825466666667e-10,4.453780622131643e-12
0.963,6.349853e-10,,,6.3535034e-10,4.135320132517938e-12
0.964,6.349853e-10,,,6.352966633333334e-10,4.139119969434598e-12
0.965,6.356295e-10,,,6.352322500000001e-10,4.786951985743324e-12
0.966,6.343412e-10,,,6.352000433333334e-10,3.5024441730279115e-12
0.967,6.346633e-10,,,6.351463666666667e-10,3.828004883011206e-12
0.968,6.349853e-10,,,6.350819533333333e-10,4.153298322318329e-12
0.969,6.349853e-10,,,6.350282766666667e-10,4.156915752032622e-12
0.97,6.346633e-10,,,6.349638633333333e-10,3.838693042153381e-12
0.971,6.346633e-10,,,6.3492092e-10,3.842139543147195e-12
0.972,6.346633e-10,,,6.348565066666666e-10,3.8455825469304645e-12
0.973,6.353074e-10,,,6.348028266666667e-10,4.493122058823587e-12
0.974,6.346633e-10,,,6.347384133333333e-10,3.85262133806383e-12
0.975,6.346633e-10,,,6.346847333333334e-10,3.8560537993920385e-12
0.976,6.349853e-10,,,6.346095833333334e-10,4.181482784810193e-12
0.977,6.349853e-10,,,6.345559033333333e-10,4.184908299595145e-12
0.978,6.343412e-10,,,6.345022233333333e-10,3.544393272635335e-12
0.979,6.343412e-10,,,6.3445928e-10,3.5478117795752953e-12
0.98,6.346633e-10,,,6.344056033333334e-10,3.87300136432537e-12
0.981,6.343412e-10,,,6.343411866666667e-10,3.5543131313131178e-12
0.982,6.340191e-10,,,6.343089800000001e-10,3.2356214538111934e-12
0.983,6.343412e-10,,,6.342660366666667e-10,3.56128884964674e-12
0.984,6.340191e-10,,,6.342016233333333e-10,3.242590216843164e-12
0.985,6.343412e-10,,,6.3413721e-10,3.5682505040322488e-12
0.986,6.340191e-10,,,6.340835300000001e-10,3.2495449370276745e-12
0.987,6.340191e-10,,,6.340298499999999e-10,3.2527737663645683e-12
0.988,6.340191e-10,,,6.3397617e-10,3.255999345747299e-12
0.989,6.340191e-10,,,6.338902833333333e-10,3.2592216800805313e-12
0.99,6.33697e-10,,,6.3384734e-10,2.9400169431874213e-12
0.991,6.340191e-10,,,6.3379366e-10,3.2651711557788564e-12
0.992,6.33697e-10,,,6.337185099999999e-10,2.9462840281265454e-12
0.993,6.33697e-10,,,6.3364336e-10,2.94949367469877e-12
0.994,6.33375e-10,,,6.335896799999999e-10,2.630700100351211e-12
0.995,6.33697e-10,,,6.335359999999999e-10,2.955741825476361e-12
0.996,6.33375e-10,,,6.3346085e-10,2.6366190476191302e-12
0.997,6.33375e-10,,,6.333964366666666e-10,2.6396547595189678e-12
0.998,6.330529e-10,,,6.3334276e-10,2.3202648472709123e-12
0.999,6.330529e-10,,,6.3326761e-10,2.323617017016978e-12
1.0,6.330529e-10,,,6.331924600000001e-10,2.3266436218108863e-12
1.001,6.330529e-10,,,6.331173100000001e-10,2.3296671999999436e-12
1.002,6.330529e-10,,,6.330314266666666e-10,2.336108550000006e-12
1.003,6.327308e-10,,,6.329348066666666e-10,2.0210940499999997e-12
1.004,6.33375e-10,,,6.328703933333333e-10,2.6718964500000678e-12
1.005,6.330529e-10,,,6.327952433333333e-10,2.356398850000025e-12
1.006,6.327308e-10,,,6.327200966666666e-10,2.0405791499999807e-12
1.007,6.327308e-10,,,6.326556833333334e-10,2.047181550000044e-12
1.008,6.327308e-10,,,6.325805366666667e-10,2.0536229000000028e-12
1.009,6.327308e-10,,,6.325161233333333e-10,2.0602252999999625e-12
1.01,6.324088e-10,,,6.324624433333333e-10,1.7443445999999152e-12
1.011,6.324088e-10,,,6.323872966666666e-10,1.75062490000008e-12
1.012,6.324088e-10,,,6.323228833333333e-10,1.757066250000039e-12
1.013,6.320867e-10,,,6.3225847e-10,1.4415686499999963e-12
1.014,6.317646e-10,,,6.322047933333334e-10,1.1263931000000927e-12
1.015,6.320867e-10,,,6.3216185e-10,1.4552565500000558e-12
1.016,6.314426e-10,,,6.320867e-10,8.177589500000426e-13
1.017,6.311205e-10,,,6.320222866666668e-10,5.022613500001033e-13
1.018,6.320867e-10,,,6.319578733333333e-10,1.4752248000000394e-12
1.019,6.317646e-10,,,6.318827266666666e-10,1.159888250000101e-12
1.02,6.314426e-10,,,6.3179684e-10,8.443296000001927e-13
1.021,6.320867e-10,,,6.317324266666667e-10,1.4953540500000578e-12
1.022,6.314426e-10,,,6.3167875e-10,8.581785000000802e-13
1.023,6.317646e-10,,,6.316143366666667e-10,1.186780900000114e-12
1.024,6.317646e-10,,,6.315606600000001e-10,1.1935443500000746e-12
1.025,6.314426e-10,,,6.315177200000001e-10,8.781467500000638e-13
1.026,6.314426e-10,,,6.314747766666666e-10,8.845881000001261e-13
1.027,6.314426e-10,,,6.314210966666668e-10,8.915125500000181e-13
1.028,6.314426e-10,,,6.313566833333334e-10,8.97953899999977e-13
1.029,6.317646e-10,,,6.313244766666667e-10,1.2263952499999065e-12
1.03,6.307984e-10,,,6.312922700000001e-10,2.669586999999951e-13
1.031,6.311205e-10,,,6.312385933333334e-10,5.95983149999993e-13
1.032,6.311205e-10,,,6.3121712e-10,6.027465999999536e-13
1.033,6.304764e-10,,,6.311849133333334e-10,-3.426789999991964e-14
1.034,6.307984e-10,,,6.311205e-10,2.943345000000107e-13
1.035,6.311205e-10,,,6.310668233333333e-10,6.227148000000745e-13
1.036,6.311205e-10,,,6.310346166666667e-10,6.296393000000361e-13
1.037,6.307984e-10,,,6.309702033333334e-10,3.141416999999934e-13
1.038,6.311205e-10,,,6.309165233333333e-10,6.433272000000956e-13
1.039,6.314426e-10,,,6.308628466666667e-10,9.720296000000578e-13
1.04,6.311205e-10,,,6.3080917e-10,6.562099499999795e-13
1.041,6.307984e-10,,,6.307662266666668e-10,3.408734000000411e-13
1.042,6.304764e-10,,,6.307232833333333e-10,2.5314749999926022e-14
1.043,6.311205e-10,,,6.306588700000001e-10,6.758561500000308e-13
1.044,6.307984e-10,,,6.306266633333333e-10,3.605195500001263e-13
1.045,6.304764e-10,,,6.305729866666666e-10,4.528294999984013e-14
1.046,6.307984e-10,,,6.3054078e-10,3.742074000000129e-13
1.047,6.301543e-10,,,6.305085733333333e-10,-2.631292000000689e-13
1.048,6.301543e-10,,,6.304548966666667e-10,-2.5636580000007436e-13
1.049,6.301543e-10,,,6.304334233333333e-10,-2.4944135000007893e-13
1.05,6.304764e-10,,,6.303797466666666e-10,7.958310000002234e-14
1.051,6.301543e-10,,,6.3032607e-10,-2.3575350000008894e-13
1.052,6.298322e-10,,,6.302723933333333e-10,-5.509290499999925e-13
1.053,6.301543e-10,,,6.302187166666667e-10,-2.223877000000312e-13
1.054,6.301543e-10,,,6.301543033333333e-10,-2.1562430000003666e-13
1.055,6.301543e-10,,,6.3008989e-10,-2.088609000000421e-13
1.056,6.301543e-10,,,6.300254766666667e-10,-2.0225849999997893e-13
1.057,6.295102e-10,,,6.299825366666666e-10,-8.395950499999913e-13
1.058,6.304764e-10,,,6.2995033e-10,1.335294499999457e-13
1.059,6.301543e-10,,,6.298966533333334e-10,-1.8180715000006218e-13
1.06,6.298322e-10,,,6.298429766666667e-10,-4.97143700000104e-13
1.061,6.301543e-10,,,6.298000333333333e-10,-1.6860235000003923e-13
1.062,6.295102e-10,,,6.297463566666666e-10,-8.059388999999482e-13
1.063,6.298322e-10,,,6.297034133333333e-10,-4.77175450000017e-13
1.064,6.291881e-10,,,6.296819433333332e-10,-1.1141899499998902e-12
1.065,6.295102e-10,,,6.296604733333333e-10,-7.850044499999949e-13
1.066,6.295102e-10,,,6.296067933333334e-10,-7.780799999999994e-13
1.067,6.291881e-10,,,6.295745866666667e-10,-1.0934165500000412e-12
1.068,6.291881e-10,,,6.295531166666667e-10,-1.0864920499999763e-12
1.069,6.295102e-10,,,6.2952091e-10,-7.574675500000123e-13
1.07,6.291881e-10,,,6.294779666666666e-10,-1.0729651499999516e-12
1.071,6.295102e-10,,,6.2942429e-10,-7.439406499999876e-13
1.072,6.295102e-10,,,6.293813466666667e-10,-7.371772499999931e-13
1.073,6.295102e-10,,,6.293598733333333e-10,-7.304138000000324e-13
1.074,6.291881e-10,,,6.293061933333333e-10,-1.0457503999999369e-12
1.075,6.291881e-10,,,6.292739866666668e-10,-1.0389869499999762e-12
1.076,6.291881e-10,,,6.2924178e-10,-1.0323845500000164e-12
1.077,6.28866e-10,,,6.292095733333334e-10,-1.34756009999992e-12
1.078,6.295102e-10,,,6.291881e-10,-6.959525499999866e-13
1.079,6.295102e-10,,,6.291558933333333e-10,-6.887060499999555e-13
1.08,6.28866e-10,,,6.291344233333334e-10,-1.3256594999999632e-12
1.081,6.291881e-10,,,6.2911295e-10,-9.963129499999636e-13
1.082,6.291881e-10,,,6.290807433333333e-10,-9.892274499999672e-13
1.083,6.291881e-10,,,6.290700066666667e-10,-9.818199000000387e-13
1.084,6.28866e-10,,,6.290485366666667e-10,-1.2965123499999057e-12
1.085,6.28544e-10,,,6.290163300000001e-10,-1.6114268499999834e-12
1.086,6.28866e-10,,,6.2899486e-10,-1.2821803499999817e-12
1.087,6.28866e-10,,,6.289519166666667e-10,-1.2750948499999854e-12
1.088,6.28866e-10,,,6.289089733333333e-10,-1.2680093500000925e-12
1.089,6.291881e-10,,,6.2886603e-10,-9.386628499999556e-13
1.09,6.28866e-10,,,6.288338233333333e-10,-1.2535163500000303e-12
1.091,6.291881e-10,,,6.288230866666666e-10,-9.241698000000307e-13
1.092,6.28866e-10,,,6.288230866666668e-10,-1.238862200000035e-12
1.093,6.28866e-10,,,6.288123533333333e-10,-1.231454600000037e-12
1.094,6.28544e-10,,,6.287801466666666e-10,-1.5460470499999755e-12
1.095,6.28866e-10,,,6.287372033333333e-10,-1.216639499999973e-12
1.096,6.28544e-10,,,6.287049966666666e-10,-1.5310708999999107e-12
1.097,6.28866e-10,,,6.286727900000001e-10,-1.2018244000000125e-12
1.098,6.28544e-10,,,6.286405833333334e-10,-1.5157726999999136e-12
1.099,6.28544e-10,,,6.2859764e-10,-1.5082040999998808e-12
1.1,6.28544e-10,,,6.285654333333334e-10,-1.50047450000002e-12
1.101,6.282219e-10,,,6.285332266666667e-10,-1.8151669500000938e-12
1.102,6.282219e-10,,,6.2847955e-10,-1.8075983499999575e-12
1.103,6.282219e-10,,,6.284258733333334e-10,-1.800029750000028e-12
1.104,6.282219e-10,,,6.283614600000001e-10,-1.7927832000000309e-12
1.105,6.28866e-10,,,6.283077833333333e-10,-1.141114600000025e-12
1.106,6.291881e-10,,,6.282648433333333e-10,-8.111239500000575e-13
1.107,6.28544e-10,,,6.282111666666666e-10,-1.4473332499999959e-12
1.108,6.28544e-10,,,6.281682266666666e-10,-1.4396036000000655e-12
1.109,6.282219e-10,,,6.2811455e-10,-1.7536518999999986e-12
1.11,6.278998e-10,,,6.280823433333333e-10,-2.0680222500000707e-12
1.111,6.282219e-10,,,6.280394033333333e-10,-1.7380315999998963e-12
1.112,6.282219e-10,,,6.2799646e-10,-1.7303019499998626e-12
1.113,6.278998e-10,,,6.279427833333333e-10,-2.0441892000000016e-12
1.114,6.278998e-10,,,6.278783666666666e-10,-2.0358154499998965e-12
1.115,6.275778e-10,,,6.278032166666666e-10,-2.3499248000000053e-12
1.116,6.272557e-10,,,6.2771733e-10,-2.6639730999999384e-12
1.117,6.272557e-10,,,6.2766365e-10,-2.65559935000004e-12
1.118,6.269336e-10,,,6.275992366666667e-10,-2.9701307500000097e-12
1.119,6.275778e-10,,,6.275455566666666e-10,-2.3177180499999007e-12
1.12,6.275778e-10,,,6.274704066666666e-10,-2.3093443000000024e-12
1.121,6.275778e-10,,,6.273737866666667e-10,-2.301131549999932e-12
1.122,6.275778e-10,,,6.272771666666667e-10,-2.292757749999861e-12
1.123,6.272557e-10,,,6.2719128e-10,-2.606483949999999e-12
1.124,6.275778e-10,,,6.271161299999999e-10,-2.2756880999999932e-12
1.125,6.275778e-10,,,6.270409800000001e-10,-2.2671532999999907e-12
1.126,6.272557e-10,,,6.269873033333333e-10,-2.580396449999955e-12
1.127,6.272557e-10,,,6.268906833333333e-10,-2.5715395499999506e-12
1.128,6.266115e-10,,,6.268155333333333e-10,-3.206882649999848e-12
1.129,6.262895e-10,,,6.2675112e-10,-3.520508850000161e-12
1.13,6.259674e-10,,,6.266652366666666e-10,-3.833590900000055e-12
1.131,6.266115e-10,,,6.265900866666666e-10,-3.180633999999974e-12
1.132,6.262895e-10,,,6.265256733333334e-10,-3.4936160999999055e-12
1.133,6.266115e-10,,,6.264397866666667e-10,-3.1624371499999984e-12
1.134,6.259674e-10,,,6.263753733333334e-10,-3.797358200000035e-12
1.135,6.259674e-10,,,6.263002233333334e-10,-3.78801824999996e-12
1.136,6.262895e-10,,,6.262143366666667e-10,-3.456900300000056e-12
1.137,6.259674e-10,,,6.2612845e-10,-3.769499300000086e-12
1.138,6.262895e-10,,,6.260533e-10,-3.4382203500000437e-12
1.139,6.259674e-10,,,6.259674133333334e-10,-3.7513024500001104e-12
1.14,6.262895e-10,,,6.2587079e-10,-3.419701449999929e-12
1.141,6.253233e-10,,,6.257741666666667e-10,-4.376078350000034e-12
1.142,6.259674e-10,,,6.2566681e-10,-3.722316299999984e-12
1.143,6.259674e-10,,,6.255809233333333e-10,-3.712654250000115e-12
1.144,6.253233e-10,,,6.2551651e-10,-4.34693115000001e-12
1.145,6.253233e-10,,,6.2546283e-10,-4.336947049999898e-12
1.146,6.253233e-10,,,6.254091533333334e-10,-4.3271239500000276e-12
1.147,6.246791e-10,,,6.2532327e-10,-4.961339799999954e-12
1.148,6.250012e-10,,,6.252588566666667e-10,-4.629255700000046e-12
1.149,6.253233e-10,,,6.2518371e-10,-4.297010549999931e-12
1.15,6.250012e-10,,,6.251192966666666e-10,-4.608965400000027e-12
1.151,6.250012e-10,,,6.250548833333333e-10,-4.598498199999982e-12
1.152,6.253233e-10,,,6.249582633333333e-10,-4.266253050000073e-12
1.153,6.246791e-10,,,6.248938500000001e-10,-4.9001468500000675e-12
1.154,6.246791e-10,,,6.248187e-10,-4.889679650000022e-12
1.155,6.246791e-10,,,6.247328166666667e-10,-4.878890349999975e-12
1.156,6.24035e-10,,,6.246361966666666e-10,-5.5122010500000045e-12
1.157,6.246791e-10,,,6.245610466666666e-10,-4.857311750000088e-12
1.158,6.246791e-10,,,6.244858966666666e-10,-4.847005549999974e-12
1.159,6.246791e-10,,,6.244322199999999e-10,-4.836377300000031e-12
1.16,6.243571e-10,,,6.243678066666667e-10,-5.1472659500000224e-12
1.161,6.24035e-10,,,6.243033933333334e-10,-5.458576649999978e-12
1.162,6.243571e-10,,,6.2426045e-10,-5.125687350000032e-12
1.163,6.243571e-10,,,6.242282433333333e-10,-5.1152201499999864e-12
1.164,6.24035e-10,,,6.241423599999999e-10,-5.426208799999906e-12
1.165,6.24035e-10,,,6.240672099999999e-10,-5.4154194999999625e-12
1.166,6.233909e-10,,,6.240027966666666e-10,-6.048408149999956e-12
1.167,6.24035e-10,,,6.239383833333333e-10,-5.393357799999935e-12
1.168,6.24035e-10,,,6.238417633333334e-10,-5.382246450000059e-12
1.169,6.233909e-10,,,6.237666166666667e-10,-6.0147520000000165e-12
1.17,6.233909e-10,,,6.237022033333333e-10,-6.003157550000001e-12
1.171,6.230688e-10,,,6.236163199999999e-10,-6.313824149999988e-12
